,id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,latitude,longitude,country,city
200,2467,naty15romero,,followers,/home/usnish/twitter_ypcdn/img/1158711500.png,0.0,0,109,triangle-down,ncdaction.dat,86,1158711500,0.789,216,-0.1807,-78.4678,Ecuador,Quito
201,2374,Fatihaterki,,followers,/home/usnish/twitter_ypcdn/img/1904058523.jpg,0.3167,7,413,triangle-down,ncdaction.dat,221,1904058523,0.5351,259,46.2044,6.1432,Switzerland,Geneva
202,430,trenightingale,,followers,/home/usnish/twitter_ypcdn/img/54933389.jpg,0.49700000000000005,66,2022,triangle-down,ncdaction.dat,1328,54933389,0.6568,2848,53.355,-2.9943,United Kingdom,Birkenhead
204,2241,AMSAGHC,,followers,/home/usnish/twitter_ypcdn/img/2782142899.png,0.2545,7,536,triangle-down,ncdaction.dat,275,2782142899,0.5131,87,-32.9283,151.7817,Australia,
205,2325,LanaSMeiqari,,followers,/home/usnish/twitter_ypcdn/img/275508911.jpg,0.5584,11,847,triangle-down,ncdaction.dat,197,275508911,0.2326,1425,52.3702,4.8952,Netherlands,Amsterdam
206,18,ArogyaWorld,,followers,/home/usnish/twitter_ypcdn/img/234453616.jpg,0.6492,109,1263,triangle-up,ncdaction.dat,1679,234453616,1.3294,5596,41.7508,-88.1535,United States,Naperville
207,833,diromiza,,followers,/home/usnish/twitter_ypcdn/img/130366161.jpg,0.0,0,340,triangle-down,ncdaction.dat,54,130366161,0.1588,596,4.5709,-74.2973,Colombia,
208,90,FutureForAll,,followers,/home/usnish/twitter_ypcdn/img/65351759.png,0.4571,115,1530,triangle-up,ncdaction.dat,2516,65351759,1.6444,1720,-1.2284,36.8009,Kenya,
209,3037,maxmilabones,,followers,/home/usnish/twitter_ypcdn/img/724873501476265985.jpg,0.2273,1,94,triangle-down,ncdaction.dat,44,724873501476265985,0.4681,92,-33.8688,151.2093,Australia,
211,2882,MsSarahFlower,,followers,/home/usnish/twitter_ypcdn/img/52025639.jpg,0.1525,173,9095,triangle-up,ncdaction.dat,11342,52025639,1.2471,7073,50.7184,-3.5339,United Kingdom,Exeter
212,3735,_Yeshna,,followers,/home/usnish/twitter_ypcdn/img/1057696514.png,0.2839,32,1637,triangle-down,ncdaction.dat,1127,1057696514,0.6885,5232,-20.3484,57.5522,Mauritius,
213,3149,BOOVARAGAVANC2,,followers,/home/usnish/twitter_ypcdn/img/713443444530683904.jpg,0.0,0,609,triangle-down,ncdaction.dat,91,713443444530683904,0.1494,2,11.1271,78.6569,India,
215,1849,ashleylschram,,followers,/home/usnish/twitter_ypcdn/img/1101277801.jpg,0.4082,4,76,triangle-up,ncdaction.dat,98,1101277801,1.2895,187,-35.2809,149.13,Australia,Canberra
220,3306,WGHA,,followers,/home/usnish/twitter_ypcdn/img/17051310.jpg,0.5771,140,1342,triangle-up,ncdaction.dat,2426,17051310,1.8077,3968,47.6062,-122.3321,United States,Seattle
221,2583,bondngo,,followers,/home/usnish/twitter_ypcdn/img/182338237.jpg,0.2987,407,3333,triangle-up,ncdaction.dat,13624,182338237,4.0876,13716,55.3781,-3.436,United Kingdom,
222,604,MarciaGrandO,,followers,/home/usnish/twitter_ypcdn/img/58168115.jpg,0.2985,12,1113,triangle-down,ncdaction.dat,402,58168115,0.3612,1158,40.7128,-74.0059,United States,New York
223,469,the2x2project,,followers,/home/usnish/twitter_ypcdn/img/615265862.png,0.4814,111,2039,triangle-up,ncdaction.dat,2306,615265862,1.1309,5733,40.7128,-74.0059,United States,New York
224,2064,HPSProgram,,followers,/home/usnish/twitter_ypcdn/img/2677890660.jpg,0.257,22,1930,triangle-down,ncdaction.dat,856,2677890660,0.4435,943,52.1332,-106.67,Canada,Saskatoon
225,3197,ESSA_NEWS,,followers,/home/usnish/twitter_ypcdn/img/322317823.jpg,0.136,60,4405,triangle-up,ncdaction.dat,4412,322317823,1.0016,3394,-27.4698,153.0251,Australia,
228,2032,cnoble12go,,followers,/home/usnish/twitter_ypcdn/img/1477956246.jpg,0.3261,6,424,triangle-down,ncdaction.dat,184,1477956246,0.434,471,42.3601,-71.0589,United States,Boston
229,3865,NeoTapela,,followers,/home/usnish/twitter_ypcdn/img/2761703978.jpg,0.1212,4,714,triangle-down,ncdaction.dat,330,2761703978,0.4622,296,-22.3285,24.6849,Botswana,
230,4299,cgomezdonoso,,followers,/home/usnish/twitter_ypcdn/img/315121523.jpg,0.0709,1,283,triangle-down,ncdaction.dat,141,315121523,0.4982,156,40.4168,-3.7038,Spain,Madrid
231,944,victoriasmith89,,followers,/home/usnish/twitter_ypcdn/img/243116600.jpg,0.3659,24,1225,triangle-down,ncdaction.dat,656,243116600,0.5355,2763,-37.8136,144.9631,Australia,
232,980,nandcgrills,,followers,/home/usnish/twitter_ypcdn/img/152188496.jpg,0.3571,9,188,triangle-up,ncdaction.dat,252,152188496,1.3404,155,-37.8307,144.9709,Australia,Melbourne
235,2496,RVBHaiti,,followers,/home/usnish/twitter_ypcdn/img/124030765.jpg,0.1985,8,645,triangle-down,ncdaction.dat,403,124030765,0.6248,678,46.2044,6.1432,Switzerland,Geneva
236,1509,bencamp10,,followers,/home/usnish/twitter_ypcdn/img/284394741.jpg,0.4294,7,579,triangle-down,ncdaction.dat,163,284394741,0.2815,515,42.3601,-71.0589,United States,Boston
237,4040,nefrorantes,,followers,/home/usnish/twitter_ypcdn/img/130653856.jpg,0.251,36,1613,triangle-down,ncdaction.dat,1434,130653856,0.889,9229,13.7942,-88.8965,El Salvador,
238,2512,Shahhddxx,,followers,/home/usnish/twitter_ypcdn/img/3399032427.jpg,0.0,0,2661,triangle-down,ncdaction.dat,695,3399032427,0.2612,107,31.9522,35.2332,Palestine,
240,3824,carlymariehay,,followers,/home/usnish/twitter_ypcdn/img/724699799828742144.jpg,0.2222,1,147,triangle-down,ncdaction.dat,45,724699799828742144,0.3061,91,45.4215,-75.6972,Canada,Ottawa
241,3612,armayones,,followers,/home/usnish/twitter_ypcdn/img/53679759.jpg,1.6431,383,2485,triangle-down,ncdaction.dat,2331,53679759,0.938,10103,41.3851,2.1734,Spain,Barcelona
242,1635,YADAVI2014,,followers,/home/usnish/twitter_ypcdn/img/2414021054.jpg,0.1347,4,1619,triangle-down,ncdaction.dat,297,2414021054,0.1834,205,9.082,8.6753,Nigeria,
244,2352,drPoket,,followers,/home/usnish/twitter_ypcdn/img/2746078496.jpg,2.0712,157,2042,triangle-down,ncdaction.dat,758,2746078496,0.3712,1120,37.3688,-122.0363,United States,Sunnyvale
246,1038,thesucreblue,,followers,/home/usnish/twitter_ypcdn/img/366207704.jpg,0.6332,24,403,triangle-down,ncdaction.dat,379,366207704,0.9404,1027,12.9716,77.5946,India,Bengaluru
249,4128,e_noble_ch,,followers,/home/usnish/twitter_ypcdn/img/2886994606.jpg,0.4972,45,3155,triangle-down,ncdaction.dat,905,2886994606,0.2868,2204,46.2327,6.1344,Switzerland,Genève
250,1102,HealthEqualGrp,,followers,/home/usnish/twitter_ypcdn/img/1588514304.jpg,0.297,33,1372,triangle-down,ncdaction.dat,1111,1588514304,0.8098,1760,53.79,-2.6521,United Kingdom,
251,3282,riziki_t,,followers,/home/usnish/twitter_ypcdn/img/3018539806.jpg,0.1493,2,142,triangle-down,ncdaction.dat,134,3018539806,0.9437,493,-1.2921,36.8219,Kenya,Nairobi
252,3795,P_irakoze,,followers,/home/usnish/twitter_ypcdn/img/4427446637.jpg,0.3521,5,152,triangle-down,ncdaction.dat,142,4427446637,0.9342,1594,-3.3614,29.3599,Burundi,Bujumbura
254,1361,MSF_southafrica,,followers,/home/usnish/twitter_ypcdn/img/14755379.jpg,0.1691,390,1990,triangle-up,ncdaction.dat,23067,14755379,11.5915,10248,-26.2041,28.0473,South Africa,Johannesburg
255,3519,ZachFleerLGHL,,followers,/home/usnish/twitter_ypcdn/img/4885000270.jpg,0.0,0,2793,triangle-down,ncdaction.dat,300,4885000270,0.1074,1497,51.5074,-0.1278,United Kingdom,London
256,2892,jbmicel,,followers,/home/usnish/twitter_ypcdn/img/88224620.jpg,0.2134,15,2297,triangle-down,ncdaction.dat,703,88224620,0.3061,1015,31.4274,-94.8085,United States,Central
261,3494,AngelicaTutasiL,,followers,/home/usnish/twitter_ypcdn/img/50853463.jpg,0.1639,6,625,triangle-down,ncdaction.dat,366,50853463,0.5856,3328,-0.1807,-78.4678,Ecuador,Quito
262,537,KylieZhong,,followers,/home/usnish/twitter_ypcdn/img/873072001.jpg,0.2632,2,122,triangle-down,ncdaction.dat,76,873072001,0.623,39,-31.8895,152.4444,Australia,Taree
263,425,PhilipECastle,,followers,/home/usnish/twitter_ypcdn/img/469603576.jpg,0.3333,1,143,triangle-down,ncdaction.dat,30,469603576,0.2098,5,38.9072,-77.0369,United States,Washington
265,3725,vpopper2,,followers,/home/usnish/twitter_ypcdn/img/151157482.jpg,0.146,2,418,triangle-down,ncdaction.dat,137,151157482,0.3278,353,38.9072,-77.0369,United States,Washington
266,810,machoprogram,,followers,/home/usnish/twitter_ypcdn/img/210292150.jpg,0.08,5,995,triangle-down,ncdaction.dat,625,210292150,0.6281,660,40.7128,-74.0059,United States,New York
267,1236,skbhondele,,followers,/home/usnish/twitter_ypcdn/img/2201269658.jpg,0.0,0,58,triangle-down,ncdaction.dat,6,2201269658,0.1034,11,25.0173,85.4162,India,Rajgir
268,441,brianmtill,,followers,/home/usnish/twitter_ypcdn/img/240808414.jpg,0.0978,70,3469,triangle-up,ncdaction.dat,7154,240808414,2.0623,4609,41.9097,-88.0177,United States,Lombard
269,827,Rashid_Teslor,,followers,/home/usnish/twitter_ypcdn/img/1255279466.jpg,0.0,0,1092,triangle-down,ncdaction.dat,294,1255279466,0.2692,397,-1.2921,36.8219,Kenya,Nairobi
270,4224,jjaimemiranda,,followers,/home/usnish/twitter_ypcdn/img/234226217.jpg,1.2518,265,636,triangle-up,ncdaction.dat,2117,234226217,3.3286,24706,-9.19,-75.0152,Peru,
271,2327,crehealthequity,,followers,/home/usnish/twitter_ypcdn/img/3158349416.png,0.3819,38,218,triangle-up,ncdaction.dat,995,3158349416,4.5642,1698,-35.3109,149.1123,Australia,Deakin
273,466,Niveen18,,followers,/home/usnish/twitter_ypcdn/img/528811029.jpg,0.6977,9,144,triangle-down,ncdaction.dat,129,528811029,0.8958,1284,31.78,35.2225,,Jerusalem
275,3376,kushingazim,,followers,/home/usnish/twitter_ypcdn/img/756126870056435712.jpg,0.2586,3,149,triangle-down,ncdaction.dat,116,756126870056435712,0.7785,61,-17.8252,31.0335,Zimbabwe,Harare
276,1290,AmerCancerCEO,,followers,/home/usnish/twitter_ypcdn/img/310308429.jpg,0.2644,154,160,triangle-up,ncdaction.dat,5825,310308429,36.4062,765,33.749,-84.388,United States,Atlanta
277,2391,axelengel,,followers,/home/usnish/twitter_ypcdn/img/167284047.png,0.1418,2,364,triangle-down,ncdaction.dat,141,167284047,0.3874,468,51.5074,-0.1278,United Kingdom,London
278,1240,bricekeltner,,followers,/home/usnish/twitter_ypcdn/img/2157824162.jpg,0.2469,2,269,triangle-down,ncdaction.dat,81,2157824162,0.3011,190,34.9592,-116.4194,United States,
279,4110,UMCVD,,followers,/home/usnish/twitter_ypcdn/img/745580564959330304.jpg,1.2057,51,2078,triangle-down,ncdaction.dat,423,745580564959330304,0.2036,1194,39.2904,-76.6122,United States,Baltimore
280,3451,PCAUganda,,followers,/home/usnish/twitter_ypcdn/img/1563376165.jpg,0.3763,26,901,triangle-down,ncdaction.dat,691,1563376165,0.7669,1184,0.2039,32.5411,Uganda,Kajjansi
281,325,ktulenko,,followers,/home/usnish/twitter_ypcdn/img/54261927.jpg,0.4264,108,1866,triangle-up,ncdaction.dat,2533,54261927,1.3574,3189,38.9072,-77.0369,United States,Washington
282,3600,nangilraja,,followers,/home/usnish/twitter_ypcdn/img/127907637.jpg,0.6758,64,4965,triangle-down,ncdaction.dat,947,127907637,0.1907,816,13.0827,80.2707,India,Chennai
283,3454,EmmaTrainRD,,followers,/home/usnish/twitter_ypcdn/img/1664269760.jpg,0.6747,134,3072,triangle-down,ncdaction.dat,1986,1664269760,0.6465,7186,51.0486,-114.0708,Canada,Calgary
284,4133,NutritionMunch,,followers,/home/usnish/twitter_ypcdn/img/2541198558.jpg,0.5956,128,3190,triangle-down,ncdaction.dat,2149,2541198558,0.6737,11395,-33.8688,151.2093,Australia,
285,2632,Jose_manuel1809,,followers,/home/usnish/twitter_ypcdn/img/226399377.jpg,0.0385,4,3813,triangle-down,ncdaction.dat,1039,226399377,0.2725,18338,19.7352,-70.4252,Dominican Republic,
286,1388,sayapatri17,,followers,/home/usnish/twitter_ypcdn/img/2313385723.jpg,0.0,0,355,triangle-down,ncdaction.dat,25,2313385723,0.0704,43,28.7041,77.1025,India,
287,2626,richardbrunomd,,followers,/home/usnish/twitter_ypcdn/img/20815628.jpg,0.3346,68,5002,triangle-down,ncdaction.dat,2032,20815628,0.4062,1725,39.2904,-76.6122,United States,Baltimore
288,4211,RennieSloan,,followers,/home/usnish/twitter_ypcdn/img/15025318.jpg,0.6008,45,1545,triangle-down,ncdaction.dat,749,15025318,0.4848,2282,33.749,-84.388,United States,Atlanta
290,103,Axs2HealthInfo,,followers,/home/usnish/twitter_ypcdn/img/244873670.jpg,0.7042,10,233,triangle-down,ncdaction.dat,142,244873670,0.6094,375,42.3601,-71.0589,United States,Boston
292,2687,FionaCranPhysio,,followers,/home/usnish/twitter_ypcdn/img/1029506268.jpg,0.5,13,829,triangle-down,ncdaction.dat,260,1029506268,0.3136,872,-37.8136,144.9631,Australia,
293,2716,saiendhra,,followers,/home/usnish/twitter_ypcdn/img/1438036123.jpg,0.2306,35,4339,triangle-down,ncdaction.dat,1518,1438036123,0.3499,1100,-30.5595,22.9375,South Africa,
294,1974,AlhajjHaque,,followers,/home/usnish/twitter_ypcdn/img/2849541864.jpg,0.1639,1,382,triangle-down,ncdaction.dat,61,2849541864,0.1597,62,23.8103,90.4125,Bangladesh,Dhaka
295,4020,pa247jay,,followers,/home/usnish/twitter_ypcdn/img/2743430429.jpg,0.0,0,2067,triangle-down,ncdaction.dat,242,2743430429,0.1171,332,33.7589,-84.3641,United States,Atlanta
296,305,eliasurbaezm,,followers,/home/usnish/twitter_ypcdn/img/110619868.jpg,0.0446,2,2239,triangle-down,ncdaction.dat,448,110619868,0.2001,667,6.4238,-66.5897,Venezuela,
297,2553,RLIPSS,,followers,/home/usnish/twitter_ypcdn/img/1951832126.png,1.0884,16,258,triangle-down,ncdaction.dat,147,1951832126,0.5698,1259,19.4248,-97.0042,Mexico,Xico
299,3009,design4citizens,,followers,/home/usnish/twitter_ypcdn/img/2678431032.png,0.4437,13,503,triangle-down,ncdaction.dat,293,2678431032,0.5825,139,45.4215,-75.6972,Canada,Ottawa
300,891,norabuenemann,,followers,/home/usnish/twitter_ypcdn/img/1565023027.jpg,0.0,0,199,triangle-down,ncdaction.dat,48,1565023027,0.2412,154,52.1326,5.2913,Netherlands,
301,1525,coco_and_lily,,followers,/home/usnish/twitter_ypcdn/img/2379366901.png,0.0682,3,1481,triangle-down,ncdaction.dat,440,2379366901,0.2971,370,49.0549,-122.3361,Canada,Abbotsford
302,643,CUGHnews,,followers,/home/usnish/twitter_ypcdn/img/64795125.jpg,0.3163,206,2117,triangle-up,ncdaction.dat,6513,64795125,3.0765,4580,38.9072,-77.0369,United States,Washington
306,2556,fmdgomr,,followers,/home/usnish/twitter_ypcdn/img/3163805455.jpg,0.3175,2,489,triangle-down,ncdaction.dat,63,3163805455,0.1288,208,18.5204,73.8567,India,Pune
307,2337,nnennakaluM,,followers,/home/usnish/twitter_ypcdn/img/2553448020.jpg,0.8333,13,205,triangle-down,ncdaction.dat,156,2553448020,0.7609999999999999,179,39.7631,-105.004,United States,Denver
308,72,idrisayobello,,followers,/home/usnish/twitter_ypcdn/img/122188348.jpg,0.35100000000000003,182,2903,triangle-up,ncdaction.dat,5185,122188348,1.7861,19574,38.9911,-77.0261,United States,Silver Spring
309,1065,AustralianWild,,followers,/home/usnish/twitter_ypcdn/img/126182122.png,0.5222,67,1885,triangle-down,ncdaction.dat,1283,126182122,0.6806,2580,-31.2532,146.9211,Australia,
311,1926,NCCAH_CCNSA,,followers,/home/usnish/twitter_ypcdn/img/59457966.jpg,0.491,177,3304,triangle-up,ncdaction.dat,3605,59457966,1.0911,9530,53.9171,-122.7497,Canada,Prince George
312,3213,SebastienAntoni,,followers,/home/usnish/twitter_ypcdn/img/468188294.jpg,0.0,0,50,triangle-down,ncdaction.dat,38,468188294,0.76,35,45.764,4.8357,France,Lyon
313,575,LauraSolia,,followers,/home/usnish/twitter_ypcdn/img/186457076.jpg,0.3239,40,1104,triangle-up,ncdaction.dat,1235,186457076,1.1187,2106,46.2044,6.1432,Switzerland,Geneva
315,2840,pablomunozsch,,followers,/home/usnish/twitter_ypcdn/img/394426859.jpg,0.456,14,745,triangle-down,ncdaction.dat,307,394426859,0.4121,1032,43.6532,-79.3832,Canada,Toronto
317,253,KitiKajana,,followers,/home/usnish/twitter_ypcdn/img/52067365.jpg,0.3501,46,1255,triangle-up,ncdaction.dat,1314,52067365,1.047,2386,40.7128,-74.0059,United States,New York
318,2958,Cuddles_4Cancer,,followers,/home/usnish/twitter_ypcdn/img/2319515353.jpg,0.1478,25,4895,triangle-down,ncdaction.dat,1691,2319515353,0.3455,3696,44.4228,-78.3541,Canada,
319,1984,cnmr_ISS,,followers,/home/usnish/twitter_ypcdn/img/1707307885.jpg,0.4234,34,921,triangle-down,ncdaction.dat,803,1707307885,0.8719,419,41.8809,12.5084,Italy,Roma
321,2447,gabifretes,,followers,/home/usnish/twitter_ypcdn/img/367394385.jpg,0.4581,58,1982,triangle-down,ncdaction.dat,1266,367394385,0.6387,18539,-4.442,-61.3269,,
322,4095,LGrangerASPQ,,followers,/home/usnish/twitter_ypcdn/img/850826182262005760.jpg,0.0,0,47,triangle-down,ncdaction.dat,36,850826182262005760,0.7659999999999999,105,45.5017,-73.5673,Canada,Montreal
323,739,IHF_FIH,,followers,/home/usnish/twitter_ypcdn/img/1154042060.jpg,0.2871,18,332,triangle-up,ncdaction.dat,627,1154042060,1.8886,1274,46.2044,6.1432,Switzerland,Geneva
324,2697,ngabo_spageon,,followers,/home/usnish/twitter_ypcdn/img/3354695961.jpg,0.1717,12,355,triangle-up,ncdaction.dat,699,3354695961,1.969,1503,-3.3731,29.9189,Burundi,
325,2271,partivertqc,,followers,/home/usnish/twitter_ypcdn/img/24726741.jpg,0.6371,217,1083,triangle-up,ncdaction.dat,3406,24726741,3.145,2455,52.9399,-73.5491,Canada,
326,3679,Jenny4Liberty,,followers,/home/usnish/twitter_ypcdn/img/339467106.jpg,0.3584,21,2281,triangle-down,ncdaction.dat,586,339467106,0.2569,2769,40.4173,-82.9071,United States,
328,1136,drRachelKing,,followers,/home/usnish/twitter_ypcdn/img/871560926.jpg,1.7544,60,429,triangle-down,ncdaction.dat,342,871560926,0.7972,6168,-8.9094,33.4608,Tanzania,Mbeya
329,252,2012NCTOH,,followers,/home/usnish/twitter_ypcdn/img/376366520.jpg,0.2017,7,670,triangle-down,ncdaction.dat,347,376366520,0.5179,123,39.0997,-94.5786,United States,Kansas City
331,1135,KidsEatPlants,,followers,/home/usnish/twitter_ypcdn/img/1864410720.jpg,0.3922,6,269,triangle-down,ncdaction.dat,153,1864410720,0.5688,298,55.3781,-3.436,United Kingdom,
336,4209,KKANISHPMK,,followers,/home/usnish/twitter_ypcdn/img/882584322611568640.jpg,0.0,0,2229,triangle-down,ncdaction.dat,183,882584322611568640,0.0821,1,29.3759,47.9774,Kuwait,Kuwait City
337,3883,WaterUpLP,,followers,/home/usnish/twitter_ypcdn/img/713049348792254464.jpg,0.3265,8,645,triangle-down,ncdaction.dat,245,713049348792254464,0.3798,880,38.9887,-76.9814,United States,Langley Park
341,1981,Annie_Lemay,,followers,/home/usnish/twitter_ypcdn/img/2807489418.jpg,0.3077,2,388,triangle-down,ncdaction.dat,65,2807489418,0.1675,26,45.5017,-73.5673,Canada,Montreal
342,2073,GlobalNCD_LSHTM,,followers,/home/usnish/twitter_ypcdn/img/2425909838.jpg,0.2827,16,584,triangle-down,ncdaction.dat,566,2425909838,0.9692,259,51.5209,-0.1303,United Kingdom,
343,1295,NCDCongressUAE,,followers,/home/usnish/twitter_ypcdn/img/2200832346.jpg,0.0,0,45,triangle-down,ncdaction.dat,23,2200832346,0.5111,78,23.4241,53.8478,United Arab Emirates,
344,3365,CHueerta,,followers,/home/usnish/twitter_ypcdn/img/218757195.jpg,0.0971,1,96,triangle-up,ncdaction.dat,103,218757195,1.0729,2518,21.8853,-102.2916,Mexico,Aguascalientes
345,2519,LIFEMEDICAL2,,followers,/home/usnish/twitter_ypcdn/img/2799886506.jpg,0.5729,11,517,triangle-down,ncdaction.dat,192,2799886506,0.3714,634,9.0408,7.5193,Nigeria,Abuja
347,170,ovagen,,followers,/home/usnish/twitter_ypcdn/img/149636757.jpg,0.28300000000000003,3,293,triangle-down,ncdaction.dat,106,149636757,0.3618,37,59.9139,10.7522,Norway,Oslo
349,3701,ebyral,,followers,/home/usnish/twitter_ypcdn/img/745686661.jpg,0.4221,52,680,triangle-up,ncdaction.dat,1232,745686661,1.8118,13425,49.2827,-123.1207,Canada,Vancouver
350,206,thehealthsafari,,followers,/home/usnish/twitter_ypcdn/img/361200035.jpg,1.5942,11,211,triangle-down,ncdaction.dat,69,361200035,0.327,115,-25.2744,133.7751,Australia,
353,1613,LathaSwamy,,followers,/home/usnish/twitter_ypcdn/img/360201200.jpg,0.7671,55,2390,triangle-down,ncdaction.dat,717,360201200,0.3,1066,41.3083,-72.9279,United States,New Haven
354,1999,AstraZeneca,,followers,/home/usnish/twitter_ypcdn/img/62465691.png,0.1449,1883,964,triangle-up,ncdaction.dat,129910,62465691,134.7614,4268,35.9813,-115.098,United States,Henderson
355,4119,TumainiCancerIn,,followers,/home/usnish/twitter_ypcdn/img/752475016235773952.jpg,0.3409,6,126,triangle-up,ncdaction.dat,176,752475016235773952,1.3968,1095,-1.2921,36.8219,Kenya,Nairobi
357,2705,MUSTphysio,,followers,/home/usnish/twitter_ypcdn/img/3315051696.jpg,0.5927,31,603,triangle-down,ncdaction.dat,523,3315051696,0.8673,1220,-0.6072,30.6545,Uganda,Mbarara
358,2012,marcalavallee,,followers,/home/usnish/twitter_ypcdn/img/118221567.jpg,0.0568,1,251,triangle-down,ncdaction.dat,176,118221567,0.7012,292,45.5017,-73.5673,Canada,Montreal
359,775,ugandancda,,followers,/home/usnish/twitter_ypcdn/img/1377177427.png,0.3861,10,163,triangle-up,ncdaction.dat,259,1377177427,1.589,26,0.3476,32.5825,Uganda,Kampala
361,890,MoonshineMovies,,followers,/home/usnish/twitter_ypcdn/img/1547851518.jpg,0.1953,5,616,triangle-down,ncdaction.dat,256,1547851518,0.4156,225,-25.2744,133.7751,Australia,
363,2292,NYASNutr,,followers,/home/usnish/twitter_ypcdn/img/3157402962.jpg,0.8089,58,429,triangle-up,ncdaction.dat,717,3157402962,1.6713,1510,40.7128,-74.0059,United States,New York
